Headline,Price,Date,Stock Direction
Tesla Set to Deliver Semi Truck to PepsiCo ,194.28,12/1/2022 13:47,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.56,12/1/2022 13:51,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.56,12/1/2022 13:51,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.56,12/1/2022 13:51,1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.56,12/1/2022 13:51,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.38,12/1/2022 13:56,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.38,12/1/2022 13:56,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.38,12/1/2022 13:56,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.38,12/1/2022 13:56,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.33,12/1/2022 14:01,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.33,12/1/2022 14:01,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.33,12/1/2022 14:01,-1
Tesla Set to Deliver Semi Truck to PepsiCo ,194.33,12/1/2022 14:01,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.34,12/1/2022 14:06,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.34,12/1/2022 14:06,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.34,12/1/2022 14:06,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.43,12/1/2022 14:11,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.43,12/1/2022 14:11,1
Sen. Sherrod Brown Urges Janet Yellen To Develop Legislation To Regulate Crypto Industry Following FTX Implosion ,194.43,12/1/2022 14:11,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.43,12/1/2022 14:11,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.1,12/1/2022 14:16,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.1,12/1/2022 14:16,-1
‘I Didn’t Ever Try To Commit Fraud’: Sam Bankman-Fried Responds To FTX Collapse In New Interview ,194.1,12/1/2022 14:16,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.1,12/1/2022 14:16,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,193.4,12/1/2022 14:21,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,193.4,12/1/2022 14:21,-1
‘I Didn’t Ever Try To Commit Fraud’: Sam Bankman-Fried Responds To FTX Collapse In New Interview ,193.4,12/1/2022 14:21,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,193.4,12/1/2022 14:21,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,193.88,12/1/2022 14:26,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,193.88,12/1/2022 14:26,1
Epstein’s Estate Will Pay $105 Million To U.S. Virgin Islands Over Sex Trafficking Claims ,193.88,12/1/2022 14:26,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,193.88,12/1/2022 14:26,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,193.68,12/1/2022 14:31,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,193.68,12/1/2022 14:31,-1
‘I Didn’t Ever Try To Commit Fraud’: Sam Bankman-Fried Responds To FTX Collapse In New Interview ,193.68,12/1/2022 14:31,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,193.68,12/1/2022 14:31,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.44,12/1/2022 14:35,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.44,12/1/2022 14:35,1
‘I Didn’t Ever Try To Commit Fraud’: Sam Bankman-Fried Responds To FTX Collapse In New Interview ,194.44,12/1/2022 14:35,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.44,12/1/2022 14:35,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.44,12/1/2022 14:40,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.44,12/1/2022 14:40,1
‘I Didn’t Ever Try To Commit Fraud’: Sam Bankman-Fried Responds To FTX Collapse In New Interview ,194.44,12/1/2022 14:40,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.44,12/1/2022 14:40,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.94,12/1/2022 14:45,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.94,12/1/2022 14:45,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.94,12/1/2022 14:45,1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.94,12/1/2022 14:45,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.46,12/1/2022 14:56,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.46,12/1/2022 14:56,-1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.46,12/1/2022 14:56,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.46,12/1/2022 14:56,-1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.46,12/1/2022 14:56,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.8,12/1/2022 15:01,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.8,12/1/2022 15:01,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.8,12/1/2022 15:01,1
Seeing the Many Colors of the Moon ,194.8,12/1/2022 15:01,1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.8,12/1/2022 15:01,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.8,12/1/2022 15:01,1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.8,12/1/2022 15:01,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.7,12/1/2022 15:05,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.7,12/1/2022 15:05,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.7,12/1/2022 15:05,-1
Seeing the Many Colors of the Moon ,194.7,12/1/2022 15:05,-1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.7,12/1/2022 15:05,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.7,12/1/2022 15:05,-1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.7,12/1/2022 15:05,-1
Elon Musk vs. Tim Cook Sam Bankman-Fried's media apology tour and why shopping on Amazon is getting worse ,194.56,12/1/2022 15:10,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.56,12/1/2022 15:10,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.56,12/1/2022 15:10,-1
Seeing the Many Colors of the Moon ,194.56,12/1/2022 15:10,-1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.56,12/1/2022 15:10,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.56,12/1/2022 15:10,-1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.56,12/1/2022 15:10,-1
Elon Musk vs. Tim Cook Sam Bankman-Fried's media apology tour and why shopping on Amazon is getting worse ,194.77,12/1/2022 15:15,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.77,12/1/2022 15:15,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.77,12/1/2022 15:15,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.77,12/1/2022 15:15,1
Seeing the Many Colors of the Moon ,194.77,12/1/2022 15:15,1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.77,12/1/2022 15:15,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.77,12/1/2022 15:15,1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.77,12/1/2022 15:15,1
Elon Musk vs. Tim Cook Sam Bankman-Fried's media apology tour and why shopping on Amazon is getting worse ,194.69,12/1/2022 15:20,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.69,12/1/2022 15:20,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.69,12/1/2022 15:20,-1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.69,12/1/2022 15:20,-1
Seeing the Many Colors of the Moon ,194.69,12/1/2022 15:20,-1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.69,12/1/2022 15:20,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.69,12/1/2022 15:20,-1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.69,12/1/2022 15:20,-1
Elon Musk vs. Tim Cook Sam Bankman-Fried's media apology tour and why shopping on Amazon is getting worse ,194.85,12/1/2022 15:25,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.85,12/1/2022 15:25,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.85,12/1/2022 15:25,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.85,12/1/2022 15:25,1
Seeing the Many Colors of the Moon ,194.85,12/1/2022 15:25,1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.85,12/1/2022 15:25,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.85,12/1/2022 15:25,1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.85,12/1/2022 15:25,1
Elon Musk vs. Tim Cook Sam Bankman-Fried's media apology tour and why shopping on Amazon is getting worse ,194.99,12/1/2022 15:30,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.99,12/1/2022 15:30,1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.99,12/1/2022 15:30,1
Musk Backtracks: Apple ‘Never Considered’ Pulling Twitter From App Store Musk Says After Tim Cook Meeting ,194.99,12/1/2022 15:30,1
Seeing the Many Colors of the Moon ,194.99,12/1/2022 15:30,1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.99,12/1/2022 15:30,1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.99,12/1/2022 15:30,1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.99,12/1/2022 15:30,1
Elon Musk vs. Tim Cook Sam Bankman-Fried's media apology tour and why shopping on Amazon is getting worse ,194.9,12/1/2022 15:34,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,194.9,12/1/2022 15:34,-1
Elon Musk’s Neuralink Could Be Trialed In Humans In 2023. Here’s What You Need To Know ,194.9,12/1/2022 15:34,-1
Appeals Court Rules Against Biden’s Student Loan Forgiveness Plan—Likely Sending Second Case To Supreme Court ,194.9,12/1/2022 15:34,-1
Seeing the Many Colors of the Moon ,194.9,12/1/2022 15:34,-1
2023 Cadillac Lyriq: An Electric Leap Forward  ,194.9,12/1/2022 15:34,-1
Twitter Offers Advertisers Generous Incentives After Many Marketers Left Platform ,194.9,12/1/2022 15:34,-1
Free Speech Is Not Welcome in a ‘Safe Space’ ,194.9,12/1/2022 15:34,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.79,12/2/2022 11:20,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.79,12/2/2022 11:20,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.79,12/2/2022 11:20,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.79,12/2/2022 11:20,-1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.79,12/2/2022 11:20,-1
‘Beaverland’ Review: America’s Original Engineers ,192.79,12/2/2022 11:20,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.61,12/2/2022 11:25,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.61,12/2/2022 11:25,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.61,12/2/2022 11:25,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.61,12/2/2022 11:25,-1
Amazon CEO Says Platform Will Not Pull Antisemitic Film Touted By Kyrie Irving ,192.61,12/2/2022 11:25,-1
‘Beaverland’ Review: America’s Original Engineers ,192.61,12/2/2022 11:25,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.3,12/2/2022 11:29,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.3,12/2/2022 11:29,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.3,12/2/2022 11:29,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.3,12/2/2022 11:29,-1
Pepsi Taps Into 'Dirty Soda' TikTok Trend With Lindsay Lohan Drinking Pepsi Milk ,192.3,12/2/2022 11:29,-1
‘Beaverland’ Review: America’s Original Engineers ,192.3,12/2/2022 11:29,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.45,12/2/2022 11:34,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.45,12/2/2022 11:34,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.45,12/2/2022 11:34,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.45,12/2/2022 11:34,1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.45,12/2/2022 11:34,1
‘Beaverland’ Review: America’s Original Engineers ,192.45,12/2/2022 11:34,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.17,12/2/2022 11:39,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.17,12/2/2022 11:39,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.17,12/2/2022 11:39,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.17,12/2/2022 11:39,-1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.17,12/2/2022 11:39,-1
‘Beaverland’ Review: America’s Original Engineers ,192.17,12/2/2022 11:39,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.31,12/2/2022 11:44,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.31,12/2/2022 11:44,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.31,12/2/2022 11:44,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.31,12/2/2022 11:44,1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.31,12/2/2022 11:44,1
‘Beaverland’ Review: America’s Original Engineers ,192.31,12/2/2022 11:44,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.04,12/2/2022 11:49,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.04,12/2/2022 11:49,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.04,12/2/2022 11:49,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.04,12/2/2022 11:49,-1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.04,12/2/2022 11:49,-1
‘Beaverland’ Review: America’s Original Engineers ,192.04,12/2/2022 11:49,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.42,12/2/2022 11:54,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.42,12/2/2022 11:54,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.42,12/2/2022 11:54,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.42,12/2/2022 11:54,1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.42,12/2/2022 11:54,1
‘Beaverland’ Review: America’s Original Engineers ,192.42,12/2/2022 11:54,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.29,12/2/2022 11:59,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.29,12/2/2022 11:59,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.29,12/2/2022 11:59,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.29,12/2/2022 11:59,-1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,192.29,12/2/2022 11:59,-1
‘Beaverland’ Review: America’s Original Engineers ,192.29,12/2/2022 11:59,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.67,12/2/2022 12:04,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.67,12/2/2022 12:04,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.67,12/2/2022 12:04,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.67,12/2/2022 12:04,1
‘DeSanctimonious’ Vs. ‘Chill Out’: Trump’s DeSantis Jabs Are One-Way Attacks ,192.67,12/2/2022 12:04,1
‘Beaverland’ Review: America’s Original Engineers ,192.67,12/2/2022 12:04,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.56,12/2/2022 12:09,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.56,12/2/2022 12:09,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.56,12/2/2022 12:09,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.56,12/2/2022 12:09,-1
‘DeSanctimonious’ Vs. ‘Chill Out’: Trump’s DeSantis Jabs Are One-Way Attacks ,191.56,12/2/2022 12:09,-1
‘Beaverland’ Review: America’s Original Engineers ,191.56,12/2/2022 12:09,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.36,12/2/2022 12:13,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.36,12/2/2022 12:13,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.36,12/2/2022 12:13,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.36,12/2/2022 12:13,-1
LeBron James Questions Differing Backlash Against Cowboys Owner Jerry Jones And Kyrie Irving ,191.36,12/2/2022 12:13,-1
‘Beaverland’ Review: America’s Original Engineers ,191.36,12/2/2022 12:13,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.77,12/2/2022 12:18,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.77,12/2/2022 12:18,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.77,12/2/2022 12:18,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.77,12/2/2022 12:18,1
‘DeSanctimonious’ Vs. ‘Chill Out’: Trump’s DeSantis Jabs Are One-Way Attacks ,191.77,12/2/2022 12:18,1
‘Beaverland’ Review: America’s Original Engineers ,191.77,12/2/2022 12:18,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.79,12/2/2022 12:23,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.79,12/2/2022 12:23,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.79,12/2/2022 12:23,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.79,12/2/2022 12:23,1
‘DeSanctimonious’ Vs. ‘Chill Out’: Trump’s DeSantis Jabs Are One-Way Attacks ,191.79,12/2/2022 12:23,1
‘Beaverland’ Review: America’s Original Engineers ,191.79,12/2/2022 12:23,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.48,12/2/2022 12:28,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.48,12/2/2022 12:28,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.48,12/2/2022 12:28,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.48,12/2/2022 12:28,-1
‘DeSanctimonious’ Vs. ‘Chill Out’: Trump’s DeSantis Jabs Are One-Way Attacks ,191.48,12/2/2022 12:28,-1
‘Beaverland’ Review: America’s Original Engineers ,191.48,12/2/2022 12:28,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.78,12/2/2022 12:33,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.78,12/2/2022 12:33,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.78,12/2/2022 12:33,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.78,12/2/2022 12:33,1
‘DeSanctimonious’ Vs. ‘Chill Out’: Trump’s DeSantis Jabs Are One-Way Attacks ,191.78,12/2/2022 12:33,1
‘Beaverland’ Review: America’s Original Engineers ,191.78,12/2/2022 12:33,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.5,12/2/2022 12:38,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.5,12/2/2022 12:38,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.5,12/2/2022 12:38,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,191.5,12/2/2022 12:38,-1
‘Beaverland’ Review: America’s Original Engineers ,191.5,12/2/2022 12:38,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.21,12/2/2022 12:43,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.21,12/2/2022 12:43,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.21,12/2/2022 12:43,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.21,12/2/2022 12:43,1
‘Beaverland’ Review: America’s Original Engineers ,192.21,12/2/2022 12:43,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.27,12/2/2022 12:47,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.27,12/2/2022 12:47,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.27,12/2/2022 12:47,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.27,12/2/2022 12:47,1
Kanye West Suspended From Twitter After Swastika Tweet ,192.27,12/2/2022 12:47,1
‘Beaverland’ Review: America’s Original Engineers ,192.27,12/2/2022 12:47,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.28,12/2/2022 12:52,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.28,12/2/2022 12:52,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.28,12/2/2022 12:52,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.28,12/2/2022 12:52,1
Kanye West Suspended From Twitter After Swastika Tweet ,192.28,12/2/2022 12:52,1
‘Beaverland’ Review: America’s Original Engineers ,192.28,12/2/2022 12:52,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.11,12/2/2022 12:57,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.11,12/2/2022 12:57,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.11,12/2/2022 12:57,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.11,12/2/2022 12:57,-1
Kanye West Suspended From Twitter After Swastika Tweet ,192.11,12/2/2022 12:57,-1
‘Beaverland’ Review: America’s Original Engineers ,192.11,12/2/2022 12:57,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.29,12/2/2022 13:02,1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.29,12/2/2022 13:02,1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.29,12/2/2022 13:02,1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.29,12/2/2022 13:02,1
Kanye West Suspended From Twitter After Swastika Tweet ,192.29,12/2/2022 13:02,1
‘Beaverland’ Review: America’s Original Engineers ,192.29,12/2/2022 13:02,1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,192.11,12/2/2022 13:07,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,192.11,12/2/2022 13:07,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,192.11,12/2/2022 13:07,-1
Twitter Reportedly Unveils Lucrative Plan To Win Back Fleeing Advertisers As Musk Begs People To Tweet More ,192.11,12/2/2022 13:07,-1
Kanye West Suspended From Twitter After Swastika Tweet ,192.11,12/2/2022 13:07,-1
‘Beaverland’ Review: America’s Original Engineers ,192.11,12/2/2022 13:07,-1
Hate speech dramatically surges on Twitter following Elon Musk takeover new research shows ,191.68,12/2/2022 13:12,-1
Tesla delivers its first electric Semi trucks promising 500 miles of range ,191.68,12/2/2022 13:12,-1
Elon Musk Suspends Kanye West On Twitter For ‘Incitement To Violence’ After Swastika Post ,191.68,12/2/2022 13:12,-1
